	Unnamed: 0	KO	Pathway_ko	Definition	Geneid
9840	9840	K01832	9103	Lipid metabolism	
9841	9841	K01832	9151	Immune system	
9842	9842	K01832	9181	Protein families: metabolism	
9843	9843	K00318	9105	Amino acid metabolism	
9844	9844	K11253	9161	Cancers: Overview	
9845	9845	K11253	9163	Immune diseases	
9846	9846	K11253	9165	Substance dependence	
9847	9847	K11253	9182	Protein families: genetic information processing	
9848	9848	K11253	9183	Protein families: signaling and cellular processes	
9849	9849	K11254	9161	Cancers: Overview	
9850	9850	K11254	9163	Immune diseases	
9851	9851	K11254	9165	Substance dependence	
9852	9852	K11254	9182	Protein families: genetic information processing	
9853	9853	K00988	9102	Energy metabolism	
9854	9854	K00988	9104	Nucleotide metabolism	
9855	9855	K12319	9104	Nucleotide metabolism	
9856	9856	K12319	9132	Signal transduction	
9857	9857	K12319	9144	Cellular community - eukaryotes	
9858	9858	K12319	9151	Immune system	
9859	9859	K12319	9152	Endocrine system	
9860	9860	K12319	4924	Renin secretion	
9861	9861	K12319	9153	Circulatory system	
9862	9862	K12319	9154	Digestive system	
9863	9863	K12319	9156	Nervous system	
9864	9864	K12319	9159	Environmental adaptation	
9865	9865	K04419	9132	Signal transduction	
9866	9866	K04419	9167	Endocrine and metabolic diseases	
9867	9867	K04419	9181	Protein families: metabolism	
9868	9868	K07300	9183	Protein families: signaling and cellular processes	
9869	9869	K14790	9182	Protein families: genetic information processing	
9870	9870	K11253	9161	Cancers: Overview	
9871	9871	K11253	9163	Immune diseases	
9872	9872	K11253	9165	Substance dependence	
9873	9873	K11253	9182	Protein families: genetic information processing	
9874	9874	K11253	9183	Protein families: signaling and cellular processes	
9875	9875	K11254	9161	Cancers: Overview	
9876	9876	K11254	9163	Immune diseases	
9877	9877	K11254	9165	Substance dependence	
9878	9878	K11254	9182	Protein families: genetic information processing	
9879	9879	K03689	9102	Energy metabolism	
9880	9880	K03689	9181	Protein families: metabolism	
9881	9881	K15115	9183	Protein families: signaling and cellular processes	
9882	9882	K11254	9161	Cancers: Overview	
9883	9883	K11254	9163	Immune diseases	
9884	9884	K11254	9165	Substance dependence	
9885	9885	K11254	9182	Protein families: genetic information processing	
9886	9886	K11253	9161	Cancers: Overview	
9887	9887	K11253	9163	Immune diseases	
9888	9888	K11253	9165	Substance dependence	
9889	9889	K11253	9182	Protein families: genetic information processing	
9890	9890	K11253	9183	Protein families: signaling and cellular processes	
9891	9891	K06195	9193	Unclassified: signaling and cellular processes	
9892	9892	K00940	9104	Nucleotide metabolism	
9893	9893	K00940	240	Pyrimidine metabolism	
9894	9894	K00940	9111	Xenobiotics biodegradation and metabolism	
9895	9895	K00940	9132	Signal transduction	
9896	9896	K00940	9182	Protein families: genetic information processing	
9897	9897	K14286	9103	Lipid metabolism	
9898	9898	K17781	9182	Protein families: genetic information processing	
9899	9899	K17781	9183	Protein families: signaling and cellular processes	
9900	9900	K07466	9124	Replication and repair	
9901	9901	K07466	3420	Nucleotide excision repair	
9902	9902	K07466	3430	Mismatch repair	
9903	9903	K07466	3440	Homologous recombination	
9904	9904	K07466	3460	Fanconi anemia pathway	
9905	9905	K07466	9182	Protein families: genetic information processing	
9906	9906	K07466	3032	DNA replication proteins	
9907	9907	K07466	3400	DNA repair and recombination proteins	
9908	9908	K08906	9102	Energy metabolism	
9909	9909	K08906	9181	Protein families: metabolism	
9910	9910	K12180	9182	Protein families: genetic information processing	
9911	9911	K01870	9122	Translation	
9912	9912	K01870	9181	Protein families: metabolism	
9913	9913	K01870	9182	Protein families: genetic information processing	
9914	9914	K01265	9181	Protein families: metabolism	
9915	9915	K01103	9101	Carbohydrate metabolism	
9916	9916	K01103	9132	Signal transduction	
9917	9917	K01103	4152	AMPK signaling pathway	
9918	9918	K02895	9122	Translation	
9919	9919	K02895	9182	Protein families: genetic information processing	
9920	9920	K00729	9107	Glycan biosynthesis and metabolism	
9921	9921	K00729	9181	Protein families: metabolism	
9922	9922	K11274	9182	Protein families: genetic information processing	
9923	9923	K18404	9182	Protein families: genetic information processing	
9924	9924	K18404	3036	Chromosome and associated proteins	
9925	9925	K02913	9122	Translation	
9926	9926	K02913	9182	Protein families: genetic information processing	
9927	9927	K15455	9182	Protein families: genetic information processing	
9928	9928	K15455	3012	Translation factors	
9929	9929	K00940	9104	Nucleotide metabolism	
9930	9930	K00940	240	Pyrimidine metabolism	
9931	9931	K00940	9111	Xenobiotics biodegradation and metabolism	
9932	9932	K00940	9132	Signal transduction	
9933	9933	K00940	9182	Protein families: genetic information processing	
9934	9934	K13102	9182	Protein families: genetic information processing	
9935	9935	K03249	9122	Translation	
9936	9936	K03249	9182	Protein families: genetic information processing	
9937	9937	K03249	9183	Protein families: signaling and cellular processes	
9938	9938	K15446	9182	Protein families: genetic information processing	
9939	9939	K14640	9183	Protein families: signaling and cellular processes	
9940	9940	K17985	9141	Transport and catabolism	
9941	9941	K17985	4137	Mitophagy - animal	
9942	9942	K17985	9182	Protein families: genetic information processing	
9943	9943	K17985	3029	Mitochondrial biogenesis	
9944	9944	K11093	9121	Transcription	
9945	9945	K11093	9182	Protein families: genetic information processing	
9946	9946	K00215	9105	Amino acid metabolism	
9947	9947	K00215	9110	Biosynthesis of other secondary metabolites	
9948	9948	K06118	9101	Carbohydrate metabolism	
9949	9949	K06118	9103	Lipid metabolism	
9950	9950	K01530	9191	Unclassified: metabolism	
9951	9951	K03671	9151	Immune system	
9952	9952	K03671	9166	Cardiovascular diseases	
9953	9953	K03671	9182	Protein families: genetic information processing	
9954	9954	K10405	9182	Protein families: genetic information processing	
9955	9955	K10405	9183	Protein families: signaling and cellular processes	
9956	9956	K03134	9121	Transcription	
9957	9957	K03134	9172	Infectious diseases: Viral	
9958	9958	K03134	9182	Protein families: genetic information processing	
9959	9959	K03134	3036	Chromosome and associated proteins	
9960	9960	K08246	9103	Lipid metabolism	
9961	9961	K00464	9191	Unclassified: metabolism	
9962	9962	K09540	9123	Folding, sorting and degradation	
9963	9963	K09540	4141	Protein processing in endoplasmic reticulum	
9964	9964	K09540	9182	Protein families: genetic information processing	
9965	9965	K09540	9183	Protein families: signaling and cellular processes	
9966	9966	K06259	9132	Signal transduction	
9967	9967	K06259	9133	Signaling molecules and interaction	
9968	9968	K06259	9141	Transport and catabolism	
9969	9969	K06259	9151	Immune system	
9970	9970	K06259	9152	Endocrine system	
9971	9971	K06259	3320	PPAR signaling pathway	
9972	9972	K06259	9154	Digestive system	
9973	9973	K06259	4979	Cholesterol metabolism	
9974	9974	K06259	9167	Endocrine and metabolic diseases	
9975	9975	K06259	9174	Infectious diseases: Parasitic	
9976	9976	K06259	9182	Protein families: genetic information processing	
9977	9977	K06259	9183	Protein families: signaling and cellular processes	
9978	9978	K06259	4090	CD molecules	
9979	9979	K10406	9183	Protein families: signaling and cellular processes	
9980	9980	K01515	9104	Nucleotide metabolism	
9981	9981	K02639	9102	Energy metabolism	
9982	9982	K02639	9181	Protein families: metabolism	
9983	9983	K03977	9182	Protein families: genetic information processing	
9984	9984	K11550	9182	Protein families: genetic information processing	
9985	9985	K10357	9182	Protein families: genetic information processing	
9986	9986	K10357	4131	Membrane trafficking	
9987	9987	K10357	3029	Mitochondrial biogenesis	
9988	9988	K10357	9183	Protein families: signaling and cellular processes	
9989	9989	K08331	9141	Transport and catabolism	
9990	9990	K08331	4138	Autophagy - yeast	
9991	9991	K08331	4136	Autophagy - other	
9992	9992	K08331	9149	Aging	
9993	9993	K08331	9182	Protein families: genetic information processing	
9994	9994	K08331	3029	Mitochondrial biogenesis	
9995	9995	K14759	9108	Metabolism of cofactors and vitamins	
9996	9996	K14834	9182	Protein families: genetic information processing	
9997	9997	K08568	9141	Transport and catabolism	
9998	9998	K08568	9143	Cell growth and death	
9999	9999	K08568	9181	Protein families: metabolism	
10000	10000	K02988	9122	Translation	
10001	10001	K02988	9182	Protein families: genetic information processing	
10002	10002	K02969	9122	Translation	
10003	10003	K02969	9182	Protein families: genetic information processing	
10004	10004	K15363	9124	Replication and repair	
10005	10005	K15363	9182	Protein families: genetic information processing	
10006	10006	K19352	9182	Protein families: genetic information processing	
10007	10007	K17804	9182	Protein families: genetic information processing	
10008	10008	K17804	9183	Protein families: signaling and cellular processes	
10009	10009	K02915	9122	Translation	
10010	10010	K02915	9182	Protein families: genetic information processing	
10011	10011	K08829	9181	Protein families: metabolism	
10012	10012	K00592	9191	Unclassified: metabolism	
10013	10013	K11253	9161	Cancers: Overview	
10014	10014	K11253	9163	Immune diseases	
10015	10015	K11253	9165	Substance dependence	
10016	10016	K11253	9182	Protein families: genetic information processing	
10017	10017	K11253	9183	Protein families: signaling and cellular processes	
10018	10018	K17679	9182	Protein families: genetic information processing	
10019	10019	K12622	9121	Transcription	
10020	10020	K12622	9123	Folding, sorting and degradation	
10021	10021	K12622	9182	Protein families: genetic information processing	
10022	10022	K12622	3041	Spliceosome	
10023	10023	K12160	9122	Translation	
10024	10024	K12160	9166	Cardiovascular diseases	
10025	10025	K12160	9182	Protein families: genetic information processing	
10026	10026	K12160	4121	Ubiquitin system	
10027	10027	K12160	3029	Mitochondrial biogenesis	
10028	10028	K12160	9183	Protein families: signaling and cellular processes	
10029	10029	K14411	9122	Translation	
10030	10030	K14411	9182	Protein families: genetic information processing	
10031	10031	K12662	9121	Transcription	
10032	10032	K12662	9182	Protein families: genetic information processing	
10033	10033	K03754	9122	Translation	
10034	10034	K03754	9182	Protein families: genetic information processing	
10035	10035	K01001	9107	Glycan biosynthesis and metabolism	
10036	10036	K01001	9181	Protein families: metabolism	
10037	10037	K07376	9132	Signal transduction	
10038	10038	K07376	9144	Cellular community - eukaryotes	
10039	10039	K07376	9151	Immune system	
10040	10040	K07376	9152	Endocrine system	
10041	10041	K07376	9153	Circulatory system	
10042	10042	K07376	9154	Digestive system	
10043	10043	K07376	9156	Nervous system	
10044	10044	K07376	9157	Sensory system	
10045	10045	K07376	9159	Environmental adaptation	
10046	10046	K07376	4714	Thermogenesis	
10047	10047	K07376	9181	Protein families: metabolism	
10048	10048	K03544	9143	Cell growth and death	
10049	10049	K03544	9182	Protein families: genetic information processing	
10050	10050	K03029	9123	Folding, sorting and degradation	
10051	10051	K03029	9172	Infectious diseases: Viral	
10052	10052	K03029	9182	Protein families: genetic information processing	
10053	10053	K08193	9183	Protein families: signaling and cellular processes	
10054	10054	K03871	9123	Folding, sorting and degradation	
10055	10055	K03871	9132	Signal transduction	
10056	10056	K03871	9149	Aging	
10057	10057	K03871	9161	Cancers: Overview	
10058	10058	K03871	9162	Cancers: Specific types	
10059	10059	K03871	9182	Protein families: genetic information processing	
10060	10060	K15283	9183	Protein families: signaling and cellular processes	
10061	10061	K01749	9108	Metabolism of cofactors and vitamins	
10062	10062	K00227	9103	Lipid metabolism	
10063	10063	K01738	9102	Energy metabolism	
10064	10064	K01738	9105	Amino acid metabolism	
10065	10065	K02349	9182	Protein families: genetic information processing	
10066	10066	K07951	9182	Protein families: genetic information processing	
10067	10067	K07951	9183	Protein families: signaling and cellular processes	
10068	10068	K07951	4031	GTP-binding proteins	
10069	10069	K00600	9101	Carbohydrate metabolism	
10070	10070	K00600	9102	Energy metabolism	
10071	10071	K00600	9105	Amino acid metabolism	
10072	10072	K00600	9106	Metabolism of other amino acids	
10073	10073	K00600	9108	Metabolism of cofactors and vitamins	
10074	10074	K00600	9176	Drug resistance: Antineoplastic	
10075	10075	K11353	9102	Energy metabolism	
10076	10076	K11353	9156	Nervous system	
10077	10077	K11353	9159	Environmental adaptation	
10078	10078	K11353	9164	Neurodegenerative diseases	
10079	10079	K11353	5012	Parkinson disease	
10080	10080	K11353	5016	Huntington disease	
10081	10081	K11353	9167	Endocrine and metabolic diseases	
10082	10082	K14998	9182	Protein families: genetic information processing	
10083	10083	K11599	9123	Folding, sorting and degradation	
10084	10084	K11599	9182	Protein families: genetic information processing	
10085	10085	K17530	9181	Protein families: metabolism	
10086	10086	K11087	9121	Transcription	
10087	10087	K11087	9163	Immune diseases	
10088	10088	K11087	9182	Protein families: genetic information processing	
10089	10089	K11087	3032	DNA replication proteins	
10090	10090	K04958	9132	Signal transduction	
10091	10091	K04958	4020	Calcium signaling pathway	
10092	10092	K04958	4070	Phosphatidylinositol signaling system	
10093	10093	K04958	4022	cGMP-PKG signaling pathway	
10094	10094	K04958	9141	Transport and catabolism	
10095	10095	K04958	9143	Cell growth and death	
10096	10096	K04958	4210	Apoptosis	
10097	10097	K04958	4218	Cellular senescence	
10098	10098	K04958	9144	Cellular community - eukaryotes	
10099	10099	K04958	9151	Immune system	
10100	10100	K04958	4621	NOD-like receptor signaling pathway	
10101	10101	K04958	4625	C-type lectin receptor signaling pathway	
10102	10102	K04958	9152	Endocrine system	
10103	10103	K04958	4912	GnRH signaling pathway	
10104	10104	K04958	4915	Estrogen signaling pathway	
10105	10105	K04958	4921	Oxytocin signaling pathway	
10106	10106	K04958	4918	Thyroid hormone synthesis	
10107	10107	K04958	4928	Parathyroid hormone synthesis, secretion and action	
10108	10108	K04958	4924	Renin secretion	
10109	10109	K04958	4925	Aldosterone synthesis and secretion	
10110	10110	K04958	4927	Cortisol synthesis and secretion	
10111	10111	K04958	9153	Circulatory system	
10112	10112	K04958	9154	Digestive system	
10113	10113	K04958	4971	Gastric acid secretion	
10114	10114	K04958	4972	Pancreatic secretion	
10115	10115	K04958	9156	Nervous system	
